date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:54:53	2429/2429	---M--	200	added ('OK')	image/png	etag:%22a8a1a87-97d-56e70f9829f54%22	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/images/icon/slider-bgshape-left.png	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/images/icon/slider-bgshape-left.png	(from http://tf.itech-theme.com/brittanto-preview/brittanto/assets/css/styles.css)
15:54:53	455/-1	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2010:24:52%20GMT	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/js/particles.min.js	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/js/particles.min.js	(from http://tf.itech-theme.com/brittanto-preview/brittanto/index3-particle.html)
15:54:55	90412/90412	---M--	200	added ('OK')	font/woff	etag:%22a8a1a65-1612c-56e70f8ba9bc3%22	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/fonts/fontawesome-webfont.woff?v=4.6.3	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/fonts/fontawesome-webfont5b62.woff	(from http://tf.itech-theme.com/brittanto-preview/brittanto/assets/css/font-awesome.min.css)
15:55:00	43472/43472	---M--	200	added ('OK')	image/jpeg	etag:%22a8a1a7c-a9d0-56e70f94a9774%22	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/images/bg/slider-bg2.jpg	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/images/bg/slider-bg2.jpg	(from http://tf.itech-theme.com/brittanto-preview/brittanto/assets/css/styles.css)
15:55:02	6223/6223	---M--	200	added ('OK')	image/png	etag:%22a8a1a85-184f-56e70f97944c6%22	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/images/icon/pie-progress-circle-icon.png	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/images/icon/pie-progress-circle-icon.png	(from http://tf.itech-theme.com/brittanto-preview/brittanto/assets/css/styles.css)
15:55:02	455/-1	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2010:25:02%20GMT	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/js/plugins.js	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/js/plugins.js	(from http://tf.itech-theme.com/brittanto-preview/brittanto/index3-particle.html)
15:55:03	455/-1	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2010:25:02%20GMT	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/js/scripts.js	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/js/scripts.js	(from http://tf.itech-theme.com/brittanto-preview/brittanto/index3-particle.html)
15:55:03	13712/13712	---M--	200	added ('OK')	text/html	etag:%22a8825f5-3590-56e70f6078445%22	http://tf.itech-theme.com/brittanto-preview/brittanto/index.html	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/index.html	(from http://tf.itech-theme.com/brittanto-preview/brittanto/index3-particle.html)
15:55:04	12729/12729	---M--	200	added ('OK')	text/html	etag:%22a8825f3-31b9-56e70f60238ca%22	http://tf.itech-theme.com/brittanto-preview/brittanto/index-canvas.html	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/index-canvas.html	(from http://tf.itech-theme.com/brittanto-preview/brittanto/index3-particle.html)
15:55:05	23077/23077	---M--	200	added ('OK')	text/html	etag:%22a8825e9-5a25-56e70f5f28d09%22	http://tf.itech-theme.com/brittanto-preview/brittanto/blog-details.html	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/blog-details.html	(from http://tf.itech-theme.com/brittanto-preview/brittanto/blog.html)
15:55:06	6951/6951	---M--	200	added ('OK')	text/css	etag:%22a8a1a5c-1b27-56e70f88a7f40%22	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/css/magnific-popup.css	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/css/magnific-popup.css	(from http://tf.itech-theme.com/brittanto-preview/brittanto/index3-particle.html)
15:55:07	455/-1	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2010:25:06%20GMT	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/images/icon/slider-bgshape-left.png	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/images/icon/slider-bgshape-left.png	(from http://tf.itech-theme.com/brittanto-preview/brittanto/assets/css/styles.css)
15:55:07	78424/78424	---M--	200	added ('OK')	image/jpeg	etag:%22a8a1a7b-13258-56e70f94b7a05%22	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/images/bg/slider-bg1.jpg	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/images/bg/slider-bg1.jpg	(from http://tf.itech-theme.com/brittanto-preview/brittanto/assets/css/styles.css)
15:55:07	455/-1	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2010:25:07%20GMT	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/images/bg/slider-bg2.jpg	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/images/bg/slider-bg2.jpg	(from http://tf.itech-theme.com/brittanto-preview/brittanto/assets/css/styles.css)
15:55:07	455/-1	UR-M--	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Wed,%2027%20Jun%202018%2010:25:07%20GMT	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/images/icon/pie-progress-circle-icon.png	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/images/icon/pie-progress-circle-icon.png	(from http://tf.itech-theme.com/brittanto-preview/brittanto/assets/css/styles.css)
15:55:08	78060/78060	---M--	200	added ('OK')	image/jpeg	etag:%22a8a1a7d-130ec-56e70f95355c1%22	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/images/bg/slider-bg3.jpg	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/images/bg/slider-bg3.jpg	(from http://tf.itech-theme.com/brittanto-preview/brittanto/assets/css/styles.css)
15:55:08	152796/152796	---M--	200	added ('OK')	font/ttf	etag:%22a8a1a64-254dc-56e70f8b6cf19%22	http://tf.itech-theme.com/brittanto-preview/brittanto/assets/fonts/fontawesome-webfont.ttf?v=4.6.3	/home/sanat/websites/CV/tf.itech-theme.com/brittanto-preview/brittanto/assets/fonts/fontawesome-webfont5b62.ttf	(from http://tf.itech-theme.com/brittanto-preview/brittanto/assets/css/font-awesome.min.css)
